gpu_type,model_size,batch_size,learning_rate,seq_length,run_id,training_time_hrs,energy_kwh,efficiency_tok_per_watt
H100,70B,512,0.0005,2048,3,30.1194,20.8218,163.4294
H100,70B,512,0.0005,4096,1,41.4747,28.4211,116.5815
H100,70B,512,0.0005,4096,2,41.3763,28.3013,116.7971
H100,70B,512,0.0005,4096,3,42.0233,31.3672,107.0291
H100,70B,1024,1e-05,512,1,8.4731,5.333,647.1131
H100,70B,1024,1e-05,512,2,8.2915,5.7925,583.0028
H100,70B,1024,1e-05,512,3,8.7609,5.9464,600.0674
H100,70B,1024,1e-05,1024,1,12.6644,8.9939,405.5347
H100,70B,1024,1e-05,1024,2,12.7904,9.2002,400.3849
H100,70B,1024,1e-05,1024,3,12.9736,9.1793,407.0472
H100,70B,1024,1e-05,2048,1,17.822,12.3604,293.6294
H100,70B,1024,1e-05,2048,2,16.5375,12.169,276.7533
H100,70B,1024,1e-05,2048,3,17.2345,12.3555,284.0648
H100,70B,1024,1e-05,4096,1,24.2618,16.6845,209.3988
H100,70B,1024,1e-05,4096,2,24.1259,17.6157,197.2182
H100,70B,1024,1e-05,4096,3,24.7821,16.4568,216.8482
H100,70B,1024,5e-05,512,1,7.0253,4.9861,573.8645
H100,70B,1024,5e-05,512,2,7.0258,4.4777,639.0672
H100,70B,1024,5e-05,512,3,7.7739,5.3446,592.4205
H100,70B,1024,5e-05,1024,1,10.0082,6.9276,416.0646
H100,70B,1024,5e-05,1024,2,10.5868,7.2903,418.2288
H100,70B,1024,5e-05,1024,3,10.6199,7.5549,404.8434
H100,70B,1024,5e-05,2048,1,14.3772,10.1079,289.6594
H100,70B,1024,5e-05,2048,2,14.0791,10.1646,282.0755
H100,70B,1024,5e-05,2048,3,13.5889,9.0494,305.8037
H100,70B,1024,5e-05,4096,1,20.7037,14.7671,201.891
H100,70B,1024,5e-05,4096,2,20.569,14.5744,203.2284
H100,70B,1024,5e-05,4096,3,19.7647,14.1621,200.9666
H100,70B,1024,0.0001,512,1,6.8046,4.5173,613.5139
H100,70B,1024,0.0001,512,2,6.7137,4.7973,569.9957
H100,70B,1024,0.0001,512,3,6.2285,4.2591,595.6179
H100,70B,1024,0.0001,1024,1,8.8353,6.1646,412.7688
H100,70B,1024,0.0001,1024,2,9.4359,6.192,438.8809
H100,70B,1024,0.0001,1024,3,9.8327,6.8044,416.1734
H100,70B,1024,0.0001,2048,1,12.2085,8.7612,283.7764
H100,70B,1024,0.0001,2048,2,14.6189,10.6907,278.4751
H100,70B,1024,0.0001,2048,3,13.885,9.7329,290.5225
H100,70B,1024,0.0001,4096,1,20.5711,15.1266,195.8304
H100,70B,1024,0.0001,4096,2,20.3835,13.8654,211.6938
H100,70B,1024,0.0001,4096,3,19.4843,13.8189,203.0371
H100,70B,1024,0.0005,512,1,7.1092,4.857,596.154
H100,70B,1024,0.0005,512,2,8.7048,5.9771,593.1608
H100,70B,1024,0.0005,512,3,8.3923,5.685,601.249
H100,70B,1024,0.0005,1024,1,11.0137,7.7977,406.7758
H100,70B,1024,0.0005,1024,2,10.6032,7.2077,423.6785
H100,70B,1024,0.0005,1024,3,11.754,8.5666,395.1597
H100,70B,1024,0.0005,2048,1,14.8582,10.7028,282.7139
H100,70B,1024,0.0005,2048,2,15.5649,11.0065,287.9881
H100,70B,1024,0.0005,2048,3,15.9926,11.5288,282.4969
H100,70B,1024,0.0005,4096,1,22.1997,16.1972,197.3648
H100,70B,1024,0.0005,4096,2,22.4503,16.0095,201.933
H100,70B,1024,0.0005,4096,3,21.1872,15.7915,193.2025
H100,70B,2048,1e-05,512,1,4.8407,3.461,1026.8178
H100,70B,2048,1e-05,512,2,4.3493,2.9694,1075.3214
H100,70B,2048,1e-05,512,3,5.0223,3.5459,1039.8318
H100,70B,2048,1e-05,1024,1,6.0486,4.3659,719.1983
H100,70B,2048,1e-05,1024,2,6.5068,4.7476,711.4768
H100,70B,2048,1e-05,1024,3,6.6593,4.6901,737.0739
H100,70B,2048,1e-05,2048,1,10.0168,6.823,538.9004
H100,70B,2048,1e-05,2048,2,8.9896,6.2556,527.5002
H100,70B,2048,1e-05,2048,3,9.8504,6.62,546.1983
H100,70B,2048,1e-05,4096,1,12.2616,8.7953,361.8581
H100,70B,2048,1e-05,4096,2,12.974,8.975,375.2153
H100,70B,2048,1e-05,4096,3,12.1354,8.3217,378.5102
H100,70B,2048,5e-05,512,1,3.9384,2.8338,1020.3033
H100,70B,2048,5e-05,512,2,3.788,2.7834,999.1046
H100,70B,2048,5e-05,512,3,3.8051,2.609,1070.7234
H100,70B,2048,5e-05,1024,1,6.0002,4.2268,736.9255
H100,70B,2048,5e-05,1024,2,5.4181,3.775,745.0679
H100,70B,2048,5e-05,1024,3,5.9488,4.3474,710.3547
H100,70B,2048,5e-05,2048,1,7.558,5.2839,525.0591
H100,70B,2048,5e-05,2048,2,7.9153,5.3768,540.379
H100,70B,2048,5e-05,2048,3,7.8579,5.5014,524.3069
H100,70B,2048,5e-05,4096,1,11.7791,8.544,357.8383
H100,70B,2048,5e-05,4096,2,10.9603,7.623,373.1956
H100,70B,2048,5e-05,4096,3,11.5139,7.9182,377.4262
H100,70B,2048,0.0001,512,1,3.895,2.7193,1051.5545
H100,70B,2048,0.0001,512,2,3.6003,2.4479,1079.7764
H100,70B,2048,0.0001,512,3,4.0574,2.8269,1053.7261
H100,70B,2048,0.0001,1024,1,5.7898,3.9904,753.2066
H100,70B,2048,0.0001,1024,2,5.4288,4.073,691.9332
H100,70B,2048,0.0001,1024,3,5.068,3.3456,786.372
H100,70B,2048,0.0001,2048,1,8.0542,5.4981,537.7286
H100,70B,2048,0.0001,2048,2,7.5595,5.1987,533.7731
H100,70B,2048,0.0001,2048,3,7.6688,5.2151,539.7832
H100,70B,2048,0.0001,4096,1,10.6056,7.5241,365.8631
H100,70B,2048,0.0001,4096,2,10.1623,6.9642,378.755
H100,70B,2048,0.0001,4096,3,10.516,7.0457,387.4061
H100,70B,2048,0.0005,512,1,4.2448,2.982,1045.0568
H100,70B,2048,0.0005,512,2,4.2498,2.9507,1057.3898
H100,70B,2048,0.0005,512,3,4.3321,2.9728,1069.8273
H100,70B,2048,0.0005,1024,1,6.3446,4.6325,710.9722
H100,70B,2048,0.0005,1024,2,5.9903,4.2542,730.9606
H100,70B,2048,0.0005,1024,3,6.0592,4.2879,733.5572
H100,70B,2048,0.0005,2048,1,9.3519,6.6462,516.5088
H100,70B,2048,0.0005,2048,2,7.9039,5.6081,517.3445
H100,70B,2048,0.0005,2048,3,9.2075,6.4024,527.9001
H100,70B,2048,0.0005,4096,1,12.8759,8.8265,378.6393
H100,70B,2048,0.0005,4096,2,11.3543,7.9817,369.2364
H100,70B,2048,0.0005,4096,3,11.1881,7.7754,373.4867
H100,70B,4096,1e-05,512,1,2.7927,1.8429,2005.3199
H100,70B,4096,1e-05,512,2,2.456,1.666,1950.8288
H100,70B,4096,1e-05,512,3,2.6156,1.8108,1911.4002
H100,70B,4096,1e-05,1024,1,3.9704,2.8588,1299.5293
H100,70B,4096,1e-05,1024,2,3.8027,2.6735,1330.9207
H100,70B,4096,1e-05,1024,3,3.7837,2.5801,1372.2203
H100,70B,4096,1e-05,2048,1,5.4727,3.7031,977.8366
H100,70B,4096,1e-05,2048,2,5.467,3.9631,912.7356
H100,70B,4096,1e-05,2048,3,5.3032,3.6926,950.238
H100,70B,4096,1e-05,4096,1,7.5701,4.8442,731.1321
H100,70B,4096,1e-05,4096,2,7.5337,5.2557,670.6483
H100,70B,4096,1e-05,4096,3,7.4028,5.2918,654.495
H100,70B,4096,5e-05,512,1,2.1776,1.4722,1957.384
H100,70B,4096,5e-05,512,2,2.1703,1.5223,1886.6058
H100,70B,4096,5e-05,512,3,2.1984,1.5463,1881.2908
H100,70B,4096,5e-05,1024,1,3.2518,2.2021,1381.7544
H100,70B,4096,5e-05,1024,2,3.1183,2.2673,1286.9338
H100,70B,4096,5e-05,1024,3,2.8231,1.9868,1329.5698
H100,70B,4096,5e-05,2048,1,4.2437,2.9375,955.8449
H100,70B,4096,5e-05,2048,2,4.1738,2.9068,950.0471
H100,70B,4096,5e-05,2048,3,4.7741,3.2151,982.4831
H100,70B,4096,5e-05,4096,1,5.8208,3.9154,695.5339
H100,70B,4096,5e-05,4096,2,6.7164,4.6362,677.7685
H100,70B,4096,5e-05,4096,3,6.1745,4.2699,676.5427
H100,70B,4096,0.0001,512,1,2.0,1.3901,1903.8601
H100,70B,4096,0.0001,512,2,2.3571,1.7189,1814.6458
H100,70B,4096,0.0001,512,3,2.0096,1.4341,1854.4034
H100,70B,4096,0.0001,1024,1,2.8452,1.8855,1411.9813
H100,70B,4096,0.0001,1024,2,3.1199,2.26,1291.7779
H100,70B,4096,0.0001,1024,3,3.1239,2.1559,1355.8473
H100,70B,4096,0.0001,2048,1,4.1632,2.9798,924.4217
H100,70B,4096,0.0001,2048,2,4.2804,2.9609,956.5102
H100,70B,4096,0.0001,2048,3,3.8584,2.7101,941.9965
H100,70B,4096,0.0001,4096,1,6.2575,4.2229,693.2754
H100,70B,4096,0.0001,4096,2,6.1269,4.3315,661.7854
H100,70B,4096,0.0001,4096,3,6.1599,4.4247,651.3294
H100,70B,4096,0.0005,512,1,2.3223,1.5467,1986.8069
H100,70B,4096,0.0005,512,2,2.3416,1.6829,1841.3144
H100,70B,4096,0.0005,512,3,2.3406,1.6043,1930.6275
H100,70B,4096,0.0005,1024,1,3.0925,2.2785,1269.9615
H100,70B,4096,0.0005,1024,2,3.5428,2.5372,1306.558
H100,70B,4096,0.0005,1024,3,3.5669,2.5401,1314.0015
H100,70B,4096,0.0005,2048,1,4.7528,3.3106,949.8813
H100,70B,4096,0.0005,2048,2,4.7087,3.5566,875.9756
H100,70B,4096,0.0005,2048,3,4.9453,3.4136,958.552
H100,70B,4096,0.0005,4096,1,6.963,4.7263,689.2706
H100,70B,4096,0.0005,4096,2,7.3165,5.02,681.891
H100,70B,4096,0.0005,4096,3,6.9751,5.0387,647.6561
H100,70B,8192,1e-05,512,1,1.4837,1.0415,3397.8706
H100,70B,8192,1e-05,512,2,1.4565,1.0178,3413.28
H100,70B,8192,1e-05,512,3,1.4137,0.9763,3454.0771
H100,70B,8192,1e-05,1024,1,2.211,1.5426,2417.3378
H100,70B,8192,1e-05,1024,2,1.9778,1.363,2447.3739
H100,70B,8192,1e-05,1024,3,2.1719,1.5512,2361.6013
H100,70B,8192,1e-05,2048,1,2.993,2.0789,1717.0153
H100,70B,8192,1e-05,2048,2,2.9949,2.0559,1737.2919
H100,70B,8192,1e-05,2048,3,2.8736,2.0701,1655.5825
H100,70B,8192,1e-05,4096,1,4.2973,2.9195,1241.2987
H100,70B,8192,1e-05,4096,2,3.9412,2.7679,1200.8174
H100,70B,8192,1e-05,4096,3,4.4727,2.951,1278.1869
H100,70B,8192,5e-05,512,1,1.2295,0.8251,3554.2235
H100,70B,8192,5e-05,512,2,1.1742,0.8129,3445.166
H100,70B,8192,5e-05,512,3,1.1872,0.8177,3462.9559
H100,70B,8192,5e-05,1024,1,1.7156,1.1816,2448.7886
H100,70B,8192,5e-05,1024,2,1.5895,1.1387,2354.3834
H100,70B,8192,5e-05,1024,3,1.7795,1.2772,2350.0224
H100,70B,8192,5e-05,2048,1,2.2385,1.581,1688.6076
H100,70B,8192,5e-05,2048,2,2.5073,1.7008,1758.1402
H100,70B,8192,5e-05,2048,3,2.4264,1.6926,1709.7138
H100,70B,8192,5e-05,4096,1,3.7458,2.7735,1138.9748
H100,70B,8192,5e-05,4096,2,3.1445,2.3658,1120.8722
H100,70B,8192,5e-05,4096,3,3.2729,2.3585,1170.3028
H100,70B,8192,0.0001,512,1,1.2211,0.8292,3512.419
H100,70B,8192,0.0001,512,2,1.1933,0.8326,3418.5288
H100,70B,8192,0.0001,512,3,1.1968,0.8436,3384.0821
H100,70B,8192,0.0001,1024,1,1.7455,1.2246,2404.0289
H100,70B,8192,0.0001,1024,2,1.6331,1.1808,2332.7611
H100,70B,8192,0.0001,1024,3,1.6947,1.2124,2357.7047
H100,70B,8192,0.0001,2048,1,2.2517,1.5268,1758.9058
H100,70B,8192,0.0001,2048,2,2.263,1.5546,1736.0842
H100,70B,8192,0.0001,2048,3,2.4207,1.7441,1655.2843
H100,70B,8192,0.0001,4096,1,3.2683,2.386,1155.1458
H100,70B,8192,0.0001,4096,2,3.5193,2.4815,1196.0002
H100,70B,8192,0.0001,4096,3,3.1585,2.3155,1150.3656
H100,70B,8192,0.0005,512,1,1.3306,0.935,3394.6519
H100,70B,8192,0.0005,512,2,1.312,0.8939,3500.954
H100,70B,8192,0.0005,512,3,1.2367,0.8821,3344.011
H100,70B,8192,0.0005,1024,1,1.8136,1.3861,2206.904
H100,70B,8192,0.0005,1024,2,1.785,1.2024,2503.9182
H100,70B,8192,0.0005,1024,3,1.9357,1.4172,2303.7711
H100,70B,8192,0.0005,2048,1,2.678,1.9068,1674.9952
H100,70B,8192,0.0005,2048,2,2.4233,1.6619,1739.098
H100,70B,8192,0.0005,2048,3,2.5261,1.6677,1806.4494
H100,70B,8192,0.0005,4096,1,3.7972,2.4792,1291.6412
H100,70B,8192,0.0005,4096,2,3.5255,2.4281,1224.4666
H100,70B,8192,0.0005,4096,3,3.6182,2.5629,1190.5748
H100,405B,256,1e-05,512,1,562.4273,348.6506,50.556
H100,405B,256,1e-05,512,2,574.803,358.8938,50.1937
H100,405B,256,1e-05,512,3,553.9102,337.4485,51.4432
H100,405B,256,1e-05,1024,1,803.459,508.3303,35.0267
H100,405B,256,1e-05,1024,2,767.8639,478.9296,35.5299
H100,405B,256,1e-05,1024,3,751.3978,479.3682,34.7362
H100,405B,256,1e-05,2048,1,1102.7186,715.8655,24.1379
H100,405B,256,1e-05,2048,2,1071.2407,683.7822,24.5491
H100,405B,256,1e-05,2048,3,1162.1509,771.578,23.602
H100,405B,256,1e-05,4096,1,1499.2512,1074.9324,15.4541
H100,405B,256,1e-05,4096,2,1522.9381,1021.0744,16.5263
H100,405B,256,1e-05,4096,3,1646.8497,1134.2199,16.0882
H100,405B,256,5e-05,512,1,452.0349,273.2375,51.8475
H100,405B,256,5e-05,512,2,487.8331,294.6894,51.8804
H100,405B,256,5e-05,512,3,433.8018,266.1659,51.0782
H100,405B,256,5e-05,1024,1,636.7909,423.9001,33.2901
H100,405B,256,5e-05,1024,2,652.58,383.559,37.7036
H100,405B,256,5e-05,1024,3,664.2777,442.9091,33.2366
H100,405B,256,5e-05,2048,1,995.6631,695.7124,22.4259
H100,405B,256,5e-05,2048,2,875.8803,596.0238,23.0275
H100,405B,256,5e-05,2048,3,889.6213,593.2147,23.4996
H100,405B,256,5e-05,4096,1,1222.1581,838.9705,16.1411
H100,405B,256,5e-05,4096,2,1261.1001,906.5666,15.4135
H100,405B,256,5e-05,4096,3,1357.4894,958.1339,15.6986
H100,405B,256,0.0001,512,1,413.2473,247.1513,52.4015
H100,405B,256,0.0001,512,2,426.6378,264.2878,50.5916
H100,405B,256,0.0001,512,3,469.2775,292.2886,50.317
H100,405B,256,0.0001,1024,1,603.0717,348.7098,38.3254
H100,405B,256,0.0001,1024,2,571.3669,375.313,33.7367
H100,405B,256,0.0001,1024,3,614.1639,378.2091,35.986
H100,405B,256,0.0001,2048,1,959.1392,659.4082,22.7926
H100,405B,256,0.0001,2048,2,887.4248,582.6211,23.8678
H100,405B,256,0.0001,2048,3,880.487,587.174,23.4976
H100,405B,256,0.0001,4096,1,1353.757,959.6402,15.6309
H100,405B,256,0.0001,4096,2,1298.9789,941.1812,15.2926
H100,405B,256,0.0001,4096,3,1180.1679,844.8257,15.4785
H100,405B,256,0.0005,512,1,500.4338,279.3147,56.1499
H100,405B,256,0.0005,512,2,453.8681,265.638,53.5471
H100,405B,256,0.0005,512,3,521.4054,315.8551,51.735
H100,405B,256,0.0005,1024,1,724.9212,483.4302,33.2306
H100,405B,256,0.0005,1024,2,672.7203,423.465,35.2045
H100,405B,256,0.0005,1024,3,729.2335,449.2694,35.9701
H100,405B,256,0.0005,2048,1,1017.2679,641.4565,24.8505
H100,405B,256,0.0005,2048,2,1087.4403,705.5487,24.1515
H100,405B,256,0.0005,2048,3,1119.0069,740.4636,23.6808
H100,405B,256,0.0005,4096,1,1510.4444,1055.6203,15.8544
H100,405B,256,0.0005,4096,2,1434.391,986.4814,16.1113
H100,405B,256,0.0005,4096,3,1445.156,1021.2599,15.6794
H100,405B,512,1e-05,512,1,295.2791,186.1253,89.6188
H100,405B,512,1e-05,512,2,297.9553,201.5253,83.5206
H100,405B,512,1e-05,512,3,305.9515,202.5524,85.3271
H100,405B,512,1e-05,1024,1,430.3796,285.8242,60.1464
H100,405B,512,1e-05,1024,2,405.9155,263.9086,61.4383
H100,405B,512,1e-05,1024,3,439.2061,303.2059,57.8612
H100,405B,512,1e-05,2048,1,621.483,447.5016,39.2262
H100,405B,512,1e-05,2048,2,634.3523,459.9743,38.9528
H100,405B,512,1e-05,2048,3,612.8462,454.0761,38.121
H100,405B,512,1e-05,4096,1,848.1648,580.0636,29.2033
H100,405B,512,1e-05,4096,2,816.669,611.6455,26.6669
H100,405B,512,1e-05,4096,3,904.8774,627.065,28.8207
H100,405B,512,5e-05,512,1,272.0048,175.6508,87.4779
H100,405B,512,5e-05,512,2,281.1843,169.647,93.6304
H100,405B,512,5e-05,512,3,252.6195,157.6171,90.5389
H100,405B,512,5e-05,1024,1,326.332,221.8918,58.7456
H100,405B,512,5e-05,1024,2,357.1667,240.5937,59.2985
H100,405B,512,5e-05,1024,3,404.7809,263.9217,61.2635
H100,405B,512,5e-05,2048,1,501.2504,347.7757,40.7097
H100,405B,512,5e-05,2048,2,537.3077,365.1549,41.5612
H100,405B,512,5e-05,2048,3,495.8789,353.7015,39.5987
H100,405B,512,5e-05,4096,1,737.8325,484.8007,30.3964
H100,405B,512,5e-05,4096,2,679.7567,497.2596,27.3022
H100,405B,512,5e-05,4096,3,738.6757,505.2497,29.1995
H100,405B,512,0.0001,512,1,243.7694,154.2967,89.2472
H100,405B,512,0.0001,512,2,254.9088,154.7115,93.0753
H100,405B,512,0.0001,512,3,235.5263,150.2402,88.5575
H100,405B,512,0.0001,1024,1,345.969,231.9032,59.5919
H100,405B,512,0.0001,1024,2,326.3294,217.3534,59.9717
H100,405B,512,0.0001,1024,3,366.6821,245.1707,59.7418
H100,405B,512,0.0001,2048,1,495.1489,341.3391,40.9724
H100,405B,512,0.0001,2048,2,471.2026,325.0647,40.943
H100,405B,512,0.0001,2048,3,522.7003,360.0812,41.001
H100,405B,512,0.0001,4096,1,664.4704,458.2605,28.9594
H100,405B,512,0.0001,4096,2,702.393,486.1657,28.8551
H100,405B,512,0.0001,4096,3,712.2835,506.4191,28.0912
H100,405B,512,0.0005,512,1,294.3083,194.1644,85.6259
H100,405B,512,0.0005,512,2,295.8141,181.9189,91.8572
H100,405B,512,0.0005,512,3,269.0532,169.8458,89.4861
H100,405B,512,0.0005,1024,1,389.512,247.9206,62.7574
H100,405B,512,0.0005,1024,2,389.7009,253.1551,61.4896
H100,405B,512,0.0005,1024,3,385.1151,251.3846,61.194
H100,405B,512,0.0005,2048,1,596.7733,415.0483,40.6118
H100,405B,512,0.0005,2048,2,633.2179,440.0178,40.6467
H100,405B,512,0.0005,2048,3,555.3929,384.0214,40.8495
H100,405B,512,0.0005,4096,1,807.2246,572.4355,28.164
H100,405B,512,0.0005,4096,2,879.7607,600.2152,29.2742
H100,405B,512,0.0005,4096,3,831.2365,585.492,28.3551
H100,405B,1024,1e-05,512,1,157.1084,108.2936,147.7216
H100,405B,1024,1e-05,512,2,181.3088,119.0094,155.1262
H100,405B,1024,1e-05,512,3,170.4261,108.8756,159.3871
H100,405B,1024,1e-05,1024,1,225.95,163.1378,99.7218
H100,405B,1024,1e-05,1024,2,235.5033,159.3686,106.3963
H100,405B,1024,1e-05,1024,3,243.893,168.0494,104.4948
H100,405B,1024,1e-05,2048,1,332.9768,238.2535,71.1528
H100,405B,1024,1e-05,2048,2,321.1966,218.7308,74.7616
H100,405B,1024,1e-05,2048,3,343.6315,247.5376,70.6756
H100,405B,1024,1e-05,4096,1,512.1084,351.3236,52.4756
H100,405B,1024,1e-05,4096,2,504.8557,345.0856,52.6675
H100,405B,1024,1e-05,4096,3,526.2878,355.871,53.2394
H100,405B,1024,5e-05,512,1,151.4684,100.0368,154.1735
H100,405B,1024,5e-05,512,2,156.3314,107.1912,148.5027
H100,405B,1024,5e-05,512,3,134.8185,89.4062,153.5427
H100,405B,1024,5e-05,1024,1,208.712,150.7121,99.7084
H100,405B,1024,5e-05,1024,2,200.1561,140.297,102.7195
H100,405B,1024,5e-05,1024,3,208.4827,146.5149,102.4521
H100,405B,1024,5e-05,2048,1,265.6957,181.4509,74.5492
H100,405B,1024,5e-05,2048,2,287.4074,208.5213,70.1722
H100,405B,1024,5e-05,2048,3,307.0203,219.9402,71.069
H100,405B,1024,5e-05,4096,1,407.5033,291.6603,50.2986
H100,405B,1024,5e-05,4096,2,388.3398,270.5883,51.6661
H100,405B,1024,5e-05,4096,3,385.1786,259.5243,53.4302
H100,405B,1024,0.0001,512,1,138.6766,93.9485,150.3006
H100,405B,1024,0.0001,512,2,141.0916,96.6129,148.7009
H100,405B,1024,0.0001,512,3,138.0566,94.564,148.6548
H100,405B,1024,0.0001,1024,1,192.4896,136.4117,101.5987
H100,405B,1024,0.0001,1024,2,185.8975,131.5715,101.7289
H100,405B,1024,0.0001,1024,3,199.3482,136.7402,104.966
H100,405B,1024,0.0001,2048,1,273.5105,187.8756,74.1176
H100,405B,1024,0.0001,2048,2,265.6219,179.6604,75.2712
H100,405B,1024,0.0001,2048,3,290.0689,209.5398,70.4778
H100,405B,1024,0.0001,4096,1,396.1696,293.7266,48.5557
H100,405B,1024,0.0001,4096,2,382.1519,291.8368,47.141
H100,405B,1024,0.0001,4096,3,381.4134,269.0334,51.0378
H100,405B,1024,0.0005,512,1,153.2198,104.3796,149.4676
H100,405B,1024,0.0005,512,2,162.8606,109.3467,151.6554
H100,405B,1024,0.0005,512,3,170.2167,115.5003,150.0605
H100,405B,1024,0.0005,1024,1,224.0726,152.5735,105.7407
H100,405B,1024,0.0005,1024,2,225.7088,157.3609,103.2724
H100,405B,1024,0.0005,1024,3,214.3591,146.556,105.3103
H100,405B,1024,0.0005,2048,1,354.4255,246.1368,73.3105
H100,405B,1024,0.0005,2048,2,289.8812,198.6664,74.287
H100,405B,1024,0.0005,2048,3,311.8519,221.8764,71.5574
H100,405B,1024,0.0005,4096,1,454.4309,324.5586,50.4054
H100,405B,1024,0.0005,4096,2,427.9086,302.5952,50.9086
H100,405B,1024,0.0005,4096,3,422.7971,290.4564,52.4027
H100,405B,2048,1e-05,512,1,90.2516,60.9238,271.8886
H100,405B,2048,1e-05,512,2,99.6253,71.1784,256.8884
H100,405B,2048,1e-05,512,3,99.2113,69.5298,261.8865
H100,405B,2048,1e-05,1024,1,138.9691,92.1383,195.7429
H100,405B,2048,1e-05,1024,2,139.5462,98.2014,184.4202
H100,405B,2048,1e-05,1024,3,137.9679,97.6785,183.3102
H100,405B,2048,1e-05,2048,1,179.8473,120.2353,137.2666
H100,405B,2048,1e-05,2048,2,182.4486,129.8784,128.9129
H100,405B,2048,1e-05,2048,3,195.7118,131.3761,136.7079
H100,405B,2048,1e-05,4096,1,254.4222,174.2314,94.756
H100,405B,2048,1e-05,4096,2,262.7669,176.4209,96.6493
H100,405B,2048,1e-05,4096,3,248.5234,169.6772,95.0433
H100,405B,2048,5e-05,512,1,79.1381,53.4346,271.8227
H100,405B,2048,5e-05,512,2,78.342,56.5809,254.1252
H100,405B,2048,5e-05,512,3,73.6694,51.2492,263.8293
H100,405B,2048,5e-05,1024,1,117.1474,80.9742,187.7561
H100,405B,2048,5e-05,1024,2,108.2411,78.4135,179.147
H100,405B,2048,5e-05,1024,3,109.7314,79.3572,179.4539
H100,405B,2048,5e-05,2048,1,160.9767,111.5247,132.4601
H100,405B,2048,5e-05,2048,2,161.3764,114.0494,129.8494
H100,405B,2048,5e-05,2048,3,165.6409,114.0412,133.2903
H100,405B,2048,5e-05,4096,1,223.3343,156.0455,92.8714
H100,405B,2048,5e-05,4096,2,230.722,156.5382,95.6415
H100,405B,2048,5e-05,4096,3,234.2081,166.2392,91.4211
H100,405B,2048,0.0001,512,1,70.6908,51.2772,253.0238
H100,405B,2048,0.0001,512,2,84.1267,60.6586,254.545
H100,405B,2048,0.0001,512,3,81.0729,56.8964,261.5255
H100,405B,2048,0.0001,1024,1,98.1281,64.8895,196.2578
H100,405B,2048,0.0001,1024,2,108.3836,74.5211,188.7522
H100,405B,2048,0.0001,1024,3,102.1248,71.3528,185.7498
H100,405B,2048,0.0001,2048,1,156.0056,104.4445,137.0716
H100,405B,2048,0.0001,2048,2,147.9504,108.2564,125.4168
H100,405B,2048,0.0001,2048,3,143.2101,102.8628,127.7639
H100,405B,2048,0.0001,4096,1,208.8498,148.5886,91.2066
H100,405B,2048,0.0001,4096,2,225.7808,161.5613,90.6834
H100,405B,2048,0.0001,4096,3,223.767,151.2255,96.0172
H100,405B,2048,0.0005,512,1,91.5583,62.4513,269.0786
H100,405B,2048,0.0005,512,2,87.8545,61.9746,260.1796
H100,405B,2048,0.0005,512,3,88.8327,62.8115,259.5714
H100,405B,2048,0.0005,1024,1,117.4785,78.9047,193.2249
H100,405B,2048,0.0005,1024,2,128.0031,90.1017,184.3722
H100,405B,2048,0.0005,1024,3,129.702,90.6696,185.6492
H100,405B,2048,0.0005,2048,1,161.2711,116.1617,127.405
H100,405B,2048,0.0005,2048,2,170.2457,120.3947,129.7662
H100,405B,2048,0.0005,2048,3,167.8426,123.2855,124.9348
H100,405B,2048,0.0005,4096,1,234.5552,162.5266,93.648
H100,405B,2048,0.0005,4096,2,246.6245,166.9806,95.8403
H100,405B,2048,0.0005,4096,3,249.3605,182.9932,88.4241
H100,405B,4096,1e-05,512,1,51.1913,36.2587,467.0705
H100,405B,4096,1e-05,512,2,45.2639,31.6478,473.1599
H100,405B,4096,1e-05,512,3,51.6568,35.2719,484.5043
H100,405B,4096,1e-05,1024,1,78.2284,54.2239,337.4869
H100,405B,4096,1e-05,1024,2,73.5568,50.9071,338.0087
H100,405B,4096,1e-05,1024,3,67.1025,45.3766,345.9315
H100,405B,4096,1e-05,2048,1,110.0001,72.1261,252.2721
H100,405B,4096,1e-05,2048,2,100.9349,69.8072,239.1717
H100,405B,4096,1e-05,2048,3,114.1066,81.7164,230.9778
H100,405B,4096,1e-05,4096,1,144.2957,104.96,160.799
H100,405B,4096,1e-05,4096,2,142.935,103.0835,162.1822
H100,405B,4096,1e-05,4096,3,138.3458,99.9602,161.8798
H100,405B,4096,5e-05,512,1,42.8283,29.0548,487.6539
H100,405B,4096,5e-05,512,2,43.2414,30.5209,468.7075
H100,405B,4096,5e-05,512,3,42.6346,30.3402,464.8816
H100,405B,4096,5e-05,1024,1,60.0217,42.7971,328.0779
H100,405B,4096,5e-05,1024,2,63.1909,44.1528,334.7957
H100,405B,4096,5e-05,1024,3,60.4595,42.514,332.6714
H100,405B,4096,5e-05,2048,1,89.8376,66.7761,222.5388
H100,405B,4096,5e-05,2048,2,91.5389,65.9534,229.5816
H100,405B,4096,5e-05,2048,3,100.9339,71.7474,232.7017
H100,405B,4096,5e-05,4096,1,126.644,90.5231,163.6359
H100,405B,4096,5e-05,4096,2,117.4099,81.0924,169.3471
H100,405B,4096,5e-05,4096,3,120.5184,86.0019,163.9075
H100,405B,4096,0.0001,512,1,41.617,29.2527,470.6557
H100,405B,4096,0.0001,512,2,44.2653,31.7881,460.6783
H100,405B,4096,0.0001,512,3,41.6431,28.5643,482.3015
H100,405B,4096,0.0001,1024,1,62.7425,44.9394,326.6012
